"","bc","cc","ec"
"277591244",2818387,5.90391655778722e-09,0
"277591245",519437,5.53471962483908e-09,0
"277602898",454111,5.52661561000456e-09,6.66638041907235e-18
"277614017",72607,5.53401632747855e-09,3.1038605293431e-17
"277614019",2078571,5.67426969141718e-09,1.07670437147071e-17
"277624640",5841194,6.23234515242275e-09,0
"277624645",5370657,6.20583020968942e-09,0
"277624651",5062446,6.09929000415447e-09,1.9542034732513e-18
"277624653",5078783,6.11947752864695e-09,4.08077741476726e-18
"277624656",3171755,6.15293840136394e-09,0
"277743794",2102985,7.38869818527687e-09,0
"277951533",110182,6.2252485290609e-09,3.71528846375997e-18
"277953185",128785,6.24000936067385e-09,0
"277953272",0,6.20486904216099e-09,0
"280075405",4419300,7.69945765520891e-09,0
"280075536",0,7.60465579824296e-09,1.31141540804642e-17
"280212178",0,6.78346528338427e-09,0
"280212179",286191,6.81678702334979e-09,6.62811965674857e-19
"280246014",1718740,7.72608447275946e-09,0
"280248435",176208,7.73068591287648e-09,6.33127317946923e-18
"280429481",0,5.74069129001296e-09,0
"280462687",10872857,8.55884117045512e-09,1.91661075367659e-17
"280692710",2719050,6.38794905302058e-09,2.43623268129787e-18
"280720787",9854617,5.39152089961106e-09,0
"280938073",3252559,6.10362005112534e-09,0
"280938176",3505024,6.1127768290911e-09,0
"281004349",396987,6.11917192195819e-09,0
"281004797",402188,6.14288984041633e-09,0
"281008159",0,6.07698347026462e-09,5.23189638430317e-18
"281675747",138088,5.51620293458784e-09,1.19096362574842e-17
"281709257",3695830,8.07794755859862e-09,1.2661227214384e-17
"281709258",3010036,8.01209232394284e-09,3.32706073980674e-18
"281722286",129657,6.76864294615081e-09,7.53210261628091e-18
"281722287",371584,6.65635157560711e-09,3.73476754693419e-18
"281731186",0,6.29210821306057e-09,1.19223477226667e-17
"281731191",1793636,6.33901788178769e-09,1.02186464142551e-18
"281774765",1983508,7.09502405010265e-09,0
"281774796",1480485,7.09573849128823e-09,0
"282073329",1201188,4.69530942857084e-09,0
"282073331",1447732,4.69880168308719e-09,4.66812799667019e-17
"282073336",1690173,4.68047131633478e-09,1.385538723648e-17
"282073385",1104027,4.57076503935383e-09,1.31433146576115e-16
"282073390",33241,4.51137912235099e-09,1.24753367395639e-17
"282073395",723687,4.59276253247809e-09,0
"282073402",711867,4.64444661730772e-09,3.43591308673566e-17
"282073403",762521,4.60130457458464e-09,4.63530583572955e-17
"282187576",34144,8.78815155861857e-09,1.28455568287743e-13
"282187579",201101,8.88376956443486e-09,7.58697956963083e-17
"282486400",31983,8.13705662166549e-09,4.59184715253693e-18
"282884474",0,8.67338249809588e-09,1.72980012540729e-18
"283330194",10079,5.70008801337878e-09,0
"283330195",100454,5.7356911710624e-09,8.35405105520611e-18
"283555978",28399,8.8970441485977e-09,1.76293067925424e-06
"283776934",2647888,5.33276418961142e-09,2.31464442328959e-17
"283782492",1916081,5.10274707145752e-09,2.44762789145806e-17
"283782494",386141,5.11938669953305e-09,0
"283783680",4787870,5.56134511159993e-09,0
"283783682",4460872,5.5755358244471e-09,0
"283783697",70390,5.73744952382632e-09,8.84579125678717e-18
"283785284",3449509,5.42056980731359e-09,0
"283785285",5204488,5.43377925442007e-09,5.03583874001038e-18
"283785291",3610849,5.43342158096841e-09,0
"283785473",3496956,5.4981885431533e-09,0
"283785475",4712212,5.53204436695875e-09,0
"286916157",197516,5.7901177072814e-09,4.08014672935311e-18
"286994763",6431426,7.07034775854863e-09,0
"287040459",0,6.83354691245443e-09,1.32636924561995e-17
"287541857",10313212,7.73223230744768e-09,8.15143821880552e-18
"287541859",10187212,7.72891641416795e-09,0
"287609931",39671,5.96044565537615e-09,1.84874956790333e-17
"287609934",26921,5.94966435567772e-09,5.31108055437628e-18
"287609935",1062782,6.05944840781041e-09,2.22383391011909e-17
"287609936",0,5.99193171391102e-09,7.57852288363601e-18
"287609937",879320,5.99943662559697e-09,2.86820993766976e-17
"287617535",155472,5.8957664040938e-09,2.90094073679674e-17
"287617536",2446230,5.81501129379451e-09,1.9339086127951e-17
"287617553",52959,5.75881447771226e-09,7.5843715907232e-18
"287620141",665005,5.88914376366257e-09,1.05503979671001e-17
"288157894",704943,6.49473990886958e-09,0
"288157895",0,6.44048630365619e-09,5.54438141830585e-18
"289051913",396700,7.23667769361486e-09,0
"289386166",858899,6.07589202927828e-09,0
"289386183",404437,6.2275422344859e-09,0
"289410803",0,5.56625797243861e-09,1.38808440253787e-17
"289410804",390003,5.62378579643023e-09,0
"289568129",2395405,7.79865406116568e-09,1.73363392348866e-17
"290757022",3706674,6.74917854043998e-09,0
"291464612",723744,7.04430232654729e-09,0
"291464621",31573,6.97703056668087e-09,2.18478233618227e-17
"291464622",712307,7.00550695643518e-09,1.77027075497422e-17
"291464623",88494,7.01127160148131e-09,2.18549441831164e-17
"291464624",948076,7.07729011058467e-09,1.25343821266381e-17
"291534856",0,8.58383527001894e-09,0
"291586604",260892,6.09904563869275e-09,2.36593593212284e-17
"291587077",198477,5.99179329740577e-09,2.52493037063116e-18
"291588644",0,6.201444082196e-09,0
"291589026",289943,6.20840189605532e-09,3.5403101514705e-17
"291589134",2258567,6.32345349836279e-09,0
"291589644",19472733,6.34852367345359e-09,0
"291589782",0,6.28043168686256e-09,2.64180135964725e-17
"291590185",744854,6.39551828800763e-09,3.39199703610055e-17
"291593040",1582359,6.49672505632278e-09,0
"291593327",2559780,5.72875247936233e-09,0
"291593917",2964101,6.69997799816678e-09,0
"291594056",3718757,6.93860938451198e-09,0
"291982215",212469,5.52588930476356e-09,6.82793104846212e-18
"292873769",0,6.49996170071747e-09,0
"292881410",90735,7.15738098856049e-09,3.63803380230414e-17
"294062329",173559,6.5215951931796e-09,0
"294062367",0,6.42948307041568e-09,2.02680419582675e-17
"294282580",676501,6.98441998343243e-09,4.03400081782652e-17
"294292118",403296,6.95616491137692e-09,0
"294939484",209958,6.1521677747782e-09,0
"294939581",210014,6.15663521272517e-09,0
"295135510",396426,5.48201067778027e-09,1.12941601669342e-17
"295135532",1650322,5.44266729847436e-09,0
"295135550",247842,5.4184629277225e-09,1.07436126083588e-17
"295135707",232442,5.39736103374323e-09,0
"295136206",310407,5.4217039539998e-09,0
"295136305",1679800,5.47048112591629e-09,2.61776654042437e-17
"295137070",103613,5.33789887874706e-09,1.3260215900386e-17
"295137123",167163,5.3066209363368e-09,5.92106428035859e-18
"295137190",1518240,5.35188275612152e-09,7.35081818590707e-19
"295141111",0,0.00596336205765569,4.64271892512755e-18
"295147841",905516,5.46933708143682e-09,1.15411909148636e-18
"295330571",3614222,6.43589627247388e-09,2.99727752385723e-17
"295330628",248324,6.45504120182794e-09,4.08940851886252e-19
"295340518",102467,7.20798876767239e-09,0
"295340678",51131,7.32402773411527e-09,0
"295341567",352697,7.1465128921714e-09,1.11469079157722e-17
"295347326",3807560,7.58110870728417e-09,1.17058758872146e-17
"295347332",75328,7.36200236720915e-09,3.52467019735189e-17
"295349201",1596682,7.35504085453171e-09,0
"295350510",1574816,7.32377820169697e-09,2.73704034357525e-17
"295350512",820038,7.35430732449894e-09,2.56177298946606e-18
"295350514",4781703,7.36798177497921e-09,8.81679528306474e-18
"295350578",865607,7.31501046969928e-09,2.99297532245249e-17
"296970241",49944,5.63103940584322e-09,9.47631317346145e-18
"296970560",67338,5.63278932768549e-09,0
"296970563",3105287,5.65453305521012e-09,2.610530407805e-18
"296970902",69981,5.6514710148654e-09,2.99853741774943e-19
"296971444",2274614,5.68260565246471e-09,1.0667087393796e-18
"296971484",1163976,5.63907389367155e-09,6.17547985491904e-18
"296972814",1164004,5.68308861703069e-09,1.51316268016463e-18
"296986877",3036107,7.63454271707456e-09,1.34516465196115e-17
"296986880",2670645,7.58419758795718e-09,1.40581090905748e-17
"296987790",2510106,7.68081249118092e-09,0
"297205292",8951,6.52777741638492e-09,1.62083682806198e-17
"297205366",125471,6.62964996999664e-09,9.41597078243608e-18
"297205552",81379,6.59603669662103e-09,7.22643258180629e-18
"297205590",152586,6.33030159370789e-09,1.43737248942421e-18
"297206547",0,6.70216921659863e-09,0
"297208404",1278736,6.63155708019219e-09,2.06319226215464e-17
"297208421",0,6.56248148479625e-09,2.3516930536153e-18
"297707357",0,5.55573914595342e-09,1.06954837687651e-17
"297709467",94407,5.4992903009603e-09,2.12334375841379e-18
"297709528",0,5.46635929867068e-09,1.08452218077225e-18
"297709641",1525044,5.73971126953249e-09,8.05663895742033e-18
"297710609",18855,5.73169732093008e-09,1.91727850922909e-17
"297710644",377461,5.76557674849449e-09,1.59074034307148e-17
"297710711",1963208,5.61760252619455e-09,2.60356099811003e-18
"297710717",0,5.57799198862668e-09,0
"297710725",48983,5.6044161286447e-09,0
"297710726",1046665,5.63747257982851e-09,0
"297710987",1251578,6.17603493475087e-09,8.63600052947379e-18
"297710989",8406277,6.23337176507635e-09,1.19677700588967e-17
"297788299",655889,6.63005281190376e-09,8.38917298370924e-18
"297890747",0,5.3614141365414e-09,0
"297890754",169881,5.44056570970231e-09,0
"297891353",0,5.35711838089472e-09,0
"297891377",85026,5.36933785403813e-09,0
"297891490",0,5.34585385702604e-09,0
"297891735",0,5.36805309040981e-09,0
"297891736",191388,5.37878617777152e-09,0
"299014098",291957,6.85119189705166e-09,5.49628250506411e-17
"299014121",14788065,6.86742378771233e-09,0
"299014147",7520625,6.59891505697066e-09,9.9219682440415e-18
"299014749",21235404,6.42643645403807e-09,1.85967615021374e-17
"299015314",9257389,6.55046599013888e-09,1.23718997136979e-17
"299015572",2523643,6.76207078997616e-09,9.78117058836644e-18
"299016987",2533699,6.84890794951074e-09,1.55730408923347e-17
"299017904",96668,6.85442553876788e-09,6.54474400814033e-18
"299018405",7456686,6.82803564376937e-09,3.1969295387149e-17
"299018440",9809106,6.72848692978713e-09,1.76362846866448e-17
"299018985",52487,6.53326872624371e-09,2.27249578807072e-18
"299019036",2408596,6.3825841587871e-09,0
"299137304",278,5.19410441553808e-09,8.18256609990152e-18
"299137306",154990,5.24996959622498e-09,4.11749325570635e-17
"299137345",232022,5.29100328808882e-09,3.44821662883948e-17
"299137346",49062,5.26136244342668e-09,5.94516719267978e-18
"299137348",321466,5.25554669663647e-09,3.67098855706207e-17
"299269061",199714,7.49243866466984e-09,4.86526788942182e-18
"299270133",0,7.42023730236967e-09,2.65109862838585e-19
"299270134",1061602,7.47025860531947e-09,0
"299271453",499615,7.55842926037645e-09,9.85941171052435e-18
"299271587",453851,7.49491210744854e-09,2.56820796157225e-18
"300036566",85026,7.44026636997134e-09,0
"300229271",1049228,5.60235235787405e-09,0
"301368419",0,6.64546038702050e-09,3.02248542899758e-17
"301368420",2464388,6.72462460748588e-09,0
"301368539",458960,6.50681319899871e-09,3.34042333893522e-17
"301369711",0,7.01265774548653e-09,0
"301369712",1456647,7.04159519044251e-09,0
"301370000",0,6.99874456147918e-09,9.5195611219495e-18
"301370001",126651,7.05116481143298e-09,0
"301572569",49432,7.0448996370087e-09,0
"301709397",0,5.60157821492719e-09,2.1953946229061e-19
"301709398",1935553,5.63177999022932e-09,0
"302576347",0,7.79688259053396e-09,4.43283760543264e-17
"302836345",855912,5.36991815850651e-09,3.04254938401509e-17
"302836348",1376465,5.46609944240738e-09,1.95291857036247e-17
"302838998",2355014,5.28446746526057e-09,0
"302838999",1776555,5.2661503983519e-09,2.91434829761736e-17
"302839248",2661536,4.96647168714186e-09,0
"302839345",2626770,4.97372708728633e-09,0
"302839346",4968080,5.02513585244085e-09,0
"302839347",2378983,5.03632459585523e-09,0
"302839471",2328769,5.01556954393837e-09,0
"302839807",58017,4.87009187106439e-09,0
"302839923",1846795,4.69657515734075e-09,1.3285267888533e-18
"302840062",19022,4.85374401340187e-09,1.41792445459548e-17
"302840529",387425,4.55565598025439e-09,0
"302840534",353525,4.49506255353608e-09,0
"302840879",105101,4.47358763170789e-09,0
"302840996",87959,4.46483439493517e-09,0
"302841075",1131649,4.47242828100886e-09,0
"302842681",7532587,5.15931720304935e-09,0
"302842799",97284,5.25848678515371e-09,1.11473099850692e-17
"302842801",7401432,5.24640925835453e-09,0
"302842899",1622075,5.28229551511061e-09,1.38030315437877e-17
"302842975",597034,5.17554238195809e-09,0
"302846281",0,4.4333086831311e-09,0
"302846353",85026,4.44941412183124e-09,0
"302957947",85024,4.7417107151564e-09,5.86251589265198e-18
"302957951",42514,4.74192402249749e-09,1.16248738139742e-17
"302957972",42762,4.60517594621011e-09,0
"302957974",382342,4.63331346935994e-09,0
"302958231",0,4.60822792141364e-09,9.56583954908703e-18
"302958314",297338,4.65545063567629e-09,2.7252136072611e-17
"302958316",0,4.63219192901299e-09,0
"302958319",212462,4.62866049754611e-09,0
"302958327",467218,4.65727894258446e-09,2.71790051951591e-17
"302958328",0,4.63368080712983e-09,2.61237216391127e-19
"302966412",42692,4.09749936175819e-09,0
"303069549",0,6.36288973654951e-09,1.35702370736322e-17
"303069550",719546,6.43998820614538e-09,0
"303073294",0,6.15017090953439e-09,2.81213317593244e-17
"303073601",0,6.15028925215594e-09,9.09446358738172e-19
"303073603",93795,6.19397132276781e-09,9.10992065676616e-18
"303074238",52862,6.14493178895751e-09,2.68285444699192e-17
"303074688",336284,6.20345539132416e-09,7.80644017309258e-18
"303290628",0,5.74953646749758e-09,0
"303290679",0,5.85044439639582e-09,0
"303290680",143284,5.87701569519001e-09,5.6771796420316e-18
"303292288",0,6.0674166776428e-09,0
"303292289",60930,6.0980584732631e-09,0
"303479165",67907,5.78951972992425e-09,0
"303479166",36716,5.62118581854526e-09,1.79109196710424e-17
"303481207",181586,5.58124271800889e-09,1.37516053545084e-17
"303481227",1053207,5.57704107949838e-09,1.53544760052254e-17
"303547554",3985388,6.61700050918374e-09,2.82025223899142e-17
"303547826",0,6.36315493579433e-09,1.21070897819649e-17
"303547827",223456,6.43084654925031e-09,0
"303548480",0,6.17409170043853e-09,2.64340659822967e-18
"303548849",0,5.78802399503602e-09,3.0860731858934e-18
"303549693",1152179,6.66716794916698e-09,0
"303550256",0,6.2473247518202e-09,0
"303550258",212090,6.27021293071191e-09,6.49293298274532e-18
"303551609",0,6.39230317013703e-09,0
"303551612",494234,6.42759666114703e-09,0
"304311836",4438461,7.18415673360815e-09,0
"304311838",0,7.08430858105788e-09,1.8173654705584e-17
"304488236",650590,7.43578019497139e-09,0
"304488238",525221,7.44153000378464e-09,1.59582377091315e-17
"305102274",269247,5.79674922840263e-09,1.09049774319846e-17
"305102761",31006,5.53882644782512e-09,9.09003478942753e-18
"305102762",159354,5.58214017641073e-09,0
"305102804",38878,5.49771647822552e-09,1.30845830988076e-17
"305111210",1763914,5.94896781642544e-09,0
"305111214",312579,6.03442735528654e-09,0
"305111223",39391,6.0345847094317e-09,0
"305111249",0,6.0253948956418e-09,0
"305161974",42354,4.98212099478369e-09,0
"305162140",416104,4.98133543529826e-09,0
"305162553",440886,4.95084725852878e-09,0
"305162554",346013,4.98920043349389e-09,0
"305162657",1004168,5.04258166121837e-09,0
"305162663",1178623,4.92991544004733e-09,5.83181249021081e-18
"305165592",96076,4.79144389601021e-09,2.82145131532203e-17
"305167036",136547,5.1655508001241e-09,2.05734104469659e-17
"305167055",155867,4.98176712295055e-09,6.78234974833659e-18
"305168249",177167,4.99424074162891e-09,0
"305168284",0,4.95927199402229e-09,6.96371621678535e-18
"305174463",149291,5.3888311803929e-09,0
"305176124",470113,5.41107517611413e-09,0
"305176130",2200937,5.34537066790177e-09,0
"305177141",0,5.32602364781782e-09,2.43847315647292e-18
"305200125",1772213,5.79664395381652e-09,6.43770394597483e-17
"305200127",424370,5.65761344582818e-09,0
"305200133",152725,5.60982141742658e-09,0
"305208580",1062943,7.19277511420435e-09,0
"305212786",1972860,5.83284823007514e-09,0
"305216655",103536,5.01093090684303e-09,0
"305216658",2828195,5.65929395133026e-09,0
"305217243",4,4.35423058154115e-09,0
"305218808",1208828,4.77963535202268e-09,0
"305218809",1577412,5.71305494072709e-09,0
"305339474",0,6.29178346250317e-09,0
"305339475",246061,6.30865191078410e-09,0
"305339717",258297,6.30663262275243e-09,0
"305339739",859588,6.11998301840442e-09,0
"305340085",21273,6.3022810429948e-09,0
"305340141",0,6.29966514954945e-09,0
"305341744",805531,5.91848219291692e-09,0
"305341816",0,5.7198164731364e-09,0
"305341817",78356,5.73051580921563e-09,0
"305343382",43313,5.61316287233792e-09,1.84242393612292e-17
"305344039",55392,5.67320131559253e-09,0
"305344071",697798,5.85401895940619e-09,5.01195256449615e-18
"305344084",567526,5.79308817747695e-09,2.03339185291325e-18
"305344281",2923034,5.91531707460995e-09,0
"305344287",2465012,5.98160207298086e-09,0
"305344554",92914,5.69879445676708e-09,0
"305344557",141503,5.72891057533844e-09,1.11812628976615e-17
"305374531",116399,5.94225000715161e-09,2.9268586035187e-18
"305916436",1457810,5.57925002741048e-09,0
"305917913",3629541,5.46724569572964e-09,0
"305917914",1898737,5.43714976687875e-09,0
"305918252",2944427,5.4691374907322e-09,0
"305921299",934616,5.04568906108757e-09,0
"305921330",938851,5.05818390348395e-09,1.33547885526008e-18
"305921491",1455507,5.25304868659675e-09,0
"305921509",1459686,5.25365832834447e-09,1.92096222711957e-17
"305982416",701446,5.81960515335062e-09,5.40225652090965e-17
"305982731",504270,5.7723446983486e-09,4.83461521941627e-18
"306086423",3968525,7.10344177239648e-09,1.38343126534642e-17
"306086747",1550738,7.07118401876909e-09,0
"306087402",570725,4.86292471129414e-09,2.76915367200026e-18
"306087465",567215,4.88556346269472e-09,0
"306089967",746094,8.08438085452137e-09,3.34819017668574e-18
"306090049",12892754,8.10083127082769e-09,0
"306090614",270345,7.97934495565492e-09,0
"306091711",3354303,8.06354217881905e-09,4.40306772702789e-18
"306092060",1122446,7.97366283435194e-09,0
"306507366",363768,6.84266706618672e-09,2.09987202072236e-17
"306507385",89711,6.72538635086782e-09,5.56841387902926e-18
"306598602",84577,6.40293235853279e-09,2.23100391597847e-17
"306598631",77679,6.43663081923643e-09,3.89549200995246e-18
"306598639",1132833,6.48858668631381e-09,5.72098924201067e-18
"306598642",6007,6.38644464030843e-09,5.73183550999304e-18
"306599518",204315,6.81313980990806e-09,2.33145912461221e-18
"306939601",232143,6.77003379609386e-09,5.86524286512953e-18
"307372956",0,8.95610585799067e-09,0
"308247298",127722,5.97264797675408e-09,0
"308247454",722268,6.099847068401e-09,0
"308766826",0,6.12509400690696e-09,7.59223845895365e-18
"308768742",198062,6.33528181004403e-09,0
"308768760",0,6.28834638579361e-09,0
"308823743",594697,6.12270919190819e-09,1.21291711709542e-18
"309414281",44447,6.06686927128568e-09,4.47606044050868e-19
"309414284",0,6.01517095896335e-09,0
"310010703",254810,7.69311110549412e-09,2.05591005448976e-17
"310011258",3415329,7.71931955285686e-09,5.87988238703288e-18
"310348609",9526219,6.27292778744938e-09,0
"310348773",180318,6.05152940090276e-09,0
"310350260",213725,6.51116912157422e-09,1.91104206179633e-17
"310350370",4100196,6.50208186028874e-09,0
"310745357",4102373,6.82281794147357e-09,3.28126085699996e-18
"310745951",5125844,6.45595182748963e-09,1.54263840322887e-18
"310746039",5231451,6.47355098512546e-09,2.95051381747697e-17
"310754378",243966,6.54557281819654e-09,6.93099796081525e-18
"311068430",819854,6.80032930574131e-09,0
"311072575",502065,6.08570782591036e-09,0
"311075048",4070418,6.76397326064403e-09,0
"311075068",316115,6.75086984551217e-09,0
"311723525",2868904,6.63567779463395e-09,0
"311723687",2544482,6.66738035605555e-09,0
"311724134",2054052,6.58545891452809e-09,0
"313122759",2844410,6.95847355290352e-09,2.04688360636271e-17
"313127563",4361496,8.46066783809343e-09,1.95184250438866e-17
"313775090",35224,6.05910985554761e-09,1.09560304608182e-17
"313775093",4493989,6.27381296680644e-09,1.42712109879346e-17
"314311342",1604750,7.97865290589011e-09,0
"314312129",116540,7.96174887194528e-09,0
"314312294",82563,8.15037524194137e-09,1.88202302553338e-17
"314312347",109089,8.13517414526037e-09,0
"314314814",995770,8.25060270825334e-09,0
"314314984",3830663,7.99821882720405e-09,0
"314316490",78957,8.20647854983054e-09,0
"314317149",103779,7.93581037554706e-09,0
"314317320",0,7.87288655572963e-09,2.33773082240305e-19
"314321163",20644,7.9665478244108e-09,1.46129713294068e-17
"314328652",2363387,8.07669990887227e-09,6.00753088865988e-18
"314751347",1551051,5.40565918476946e-09,9.96464592923476e-18
"314916314",2529629,7.70609201726487e-09,0
"314920133",48551,7.71060294640397e-09,0
"315123754",3384636,6.14617538752763e-09,6.48896187985084e-18
"315123761",82829,6.07426000418602e-09,0
"315123763",3182128,6.11292882454485e-09,1.68987988981272e-17
"315124592",3155656,6.10530541915933e-09,1.01162062012887e-17
"315125577",0,6.38348702693136e-09,3.08781280213128e-18
"315125971",0,6.38894912569018e-09,4.42245421014231e-18
"315257204",521190,5.96325080490643e-09,0
"315275231",68763,5.77896123213096e-09,3.0853581145286e-18
"315275265",68791,5.81256056939326e-09,6.99682535983822e-18
"315296242",0,5.77724818780826e-09,5.54637787392359e-17
"315296628",1002108,6.13772996619603e-09,1.31160839765729e-17
"315304259",80625,5.90666029475342e-09,3.98487712571148e-18
"315791938",2735971,5.15311837759724e-09,0
"316031274",2595017,5.12678242011767e-09,0
"316031275",1297815,5.10742187555045e-09,1.3817190080106e-17
"316032464",1142018,4.89472932616403e-09,0
"316032465",1258852,4.98751228765643e-09,2.65485758240701e-17
"316032613",803640,4.91548176888873e-09,0
"316032766",161480,7.27159873132254e-09,0
"316032959",0,7.24386765782298e-09,0
"316033106",415947,4.91916545247695e-09,0
"316033303",0,4.95397756960037e-09,0
"316033335",507568,5.07435930891819e-09,0
"316798723",168098,5.5185929957997e-09,3.33228973659635e-17
"316798969",101361,5.20295288445766e-09,1.39583858483041e-17
"316800573",549971,5.09708435123894e-09,0
"317089169",0,6.59489512599470e-09,1.07421594584175e-18
"317716023",4466617,8.05308376413699e-09,7.00106830072176e-18
"317752994",1456781,7.83820764684896e-09,4.44844821915629e-15
"317912801",1741864,6.32970548245811e-09,0
"318303215",0,5.1482609672457e-09,0
"318378365",190459,5.63245602108436e-09,2.01635934602546e-17
"318378366",190487,5.66828274533745e-09,0
"318378367",273896,5.73423723442598e-09,1.76270087325933e-17
"319152785",142711,5.50668562814413e-09,1.28123650183389e-17
"319152794",42514,5.72165372765212e-09,5.48579021644557e-18
"319160990",227802,5.77319702240938e-09,2.60723632950679e-17
"319171067",0,7.70729878231581e-09,0
"319176481",111549,7.56755025002006e-09,3.29062268480578e-17
"319176531",0,7.6397151695285e-09,1.68979350471404e-17
"319177740",58097,7.44221075264558e-09,1.30522753651449e-17
"319178784",119401,7.45276444273254e-09,6.76673013449219e-18
"319179092",2195,7.55015894497525e-09,1.02385712851042e-17
"319179306",567369,7.43888964446604e-09,3.66316598726907e-17
"319179320",111213,7.50732875351502e-09,5.52035487500025e-17
"319500628",1980718,7.97269617309322e-09,2.92932794132736e-17
"319672907",1517383,6.11542611837588e-09,6.54356824724742e-18
"319672908",880843,6.06491867112851e-09,2.44040187595905e-18
"319672913",620582,6.08936550613489e-09,0
"319673158",652166,6.02529753488099e-09,1.67179443873432e-17
"319673160",891051,5.97409435278851e-09,5.79363187356149e-20
"319673162",309972,5.96066424776222e-09,1.76571079790574e-17
"319703378",71435,6.76504214525181e-09,2.70830972572731e-17
"319713840",68445,0.000260944346925502,3.35016200495546e-18
"319714968",89682,0.000154249179001051,1.56716506637749e-17
"319851799",229015,7.33444365699162e-09,7.20982008562361e-18
"319851803",246441,7.55139538136156e-09,0
"319894786",0,0.0176680155843205,0
"320153255",79576,5.88452860586825e-09,0
"320153268",393568,5.84681623658264e-09,0
"320153282",393596,5.85572953805192e-09,0
"320153314",103823,5.9169151403949e-09,4.17699690458278e-18
"320153318",298935,5.95611027864021e-09,4.30276314058409e-17
"320153321",243921,5.87253743986143e-09,0
"320153326",243977,5.88413957037923e-09,0
"320203169",42514,5.23957948361518e-09,0
"320203175",0,5.21292245811673e-09,0
"320203205",361091,5.38749595128841e-09,1.9839053182107e-18
"320203226",170085,5.29187638488817e-09,1.57494319267766e-17
"320203228",0,5.20969603655123e-09,1.16951589936644e-17
"320203235",165,5.24683880282132e-09,3.05797200084634e-17
"320892435",268667,5.45346283962277e-09,3.618901751075e-17
"320892807",0,5.19578051252909e-09,0
"320892839",127534,5.28510367609081e-09,0
"320898414",79041,5.73460626521863e-09,0
"320898418",339616,5.71271895053841e-09,1.01949216410802e-17
"320899492",107765,5.65764747421251e-09,8.05275077648408e-18
"320899521",70013,5.64223950493592e-09,0
"320899523",25996,5.54625272491518e-09,6.33134103842837e-18
"320899576",21271,5.62664072190995e-09,0
"320899577",26024,5.56669284312654e-09,7.76542857292452e-18
"320899812",21243,5.56483978752542e-09,4.89834895583542e-18
"320901151",367797,5.80549414076056e-09,0
"320901152",204472,5.76360197443806e-09,0
"320901153",163551,5.73464747043406e-09,1.97192971505019e-17
"320901154",282430,5.7098763517718e-09,0
"320902741",434116,5.86845856229462e-09,0
"320905106",323571,5.76392781836108e-09,0
"320907529",178276,5.69797848436535e-09,6.26253047280718e-18
"321830089",0,0.0270360877699553,0
"321922715",603323,7.61591989874395e-09,0
"321922716",85026,7.58550493853222e-09,0
"321922723",0,7.54587504384967e-09,3.17238612984551e-18
"321922729",0,7.56913706934228e-09,0
"322611016",0,5.6897272979256e-09,3.82924545166987e-17
"322611019",0,5.70743606376458e-09,2.0036529817165e-17
"322621109",902738,5.45200567064787e-09,0
"322623076",0,0.00224502817429987,0
"322623746",104670,5.53867806755139e-09,0
"322623758",0,5.43764292151413e-09,1.43984379315882e-17
"322627967",3,0.0244728547095562,5.00853109574486e-18
"322627977",5,0.00279827297889638,0
"322628067",0,5.76706222473821e-09,5.78466695860241e-18
"322628247",163687,5.81248484379221e-09,4.39292199477842e-17
"322628444",2011307,5.87515432101785e-09,8.89438965306781e-18
"322689769",579098,6.7884180202185e-09,0
"322690568",1040570,6.62008343629312e-09,3.08074577768316e-17
"322808918",157754,7.1055675813028e-09,1.17232093779256e-17
"323186285",20262,7.19253279408407e-09,1.90671745218408e-17
"323225416",1260512,7.1852201956218e-09,0
"323225917",2157067,7.206576033486e-09,9.47485837814031e-18
"323226332",5341680,6.40625307890669e-09,0
"323243491",0,6.32350387463809e-09,1.59841984254784e-17
"323843539",0,0.000762574582085665,3.02463093897556e-17
"323846465",1077807,5.48631375407147e-09,5.41823195573773e-17
"323846466",361085,5.47282306396857e-09,1.60149548276124e-17
"323846468",393512,5.45329108823235e-09,6.40593938989486e-18
"323847006",140126,5.4525789657437e-09,0
"323847008",30925,5.44482185350607e-09,7.12117574889958e-20
"324322701",87393,7.25426995924768e-09,0
"324322719",3142652,7.51876629160606e-09,1.76655784253e-17
"324579210",3551630,8.72237197540197e-09,0
"324706464",461056,7.85038764159771e-09,0
"325664798",297450,7.37608652569254e-09,0
"325664804",354842,7.02937310643402e-09,5.65016505108474e-18
"325664811",1349394,7.09760852367164e-09,1.71353766870777e-17
"325664816",0,7.01292325084928e-09,0
"326320298",47193,6.88557541711862e-09,8.40696886207602e-18
"326967463",199184,7.69912233777618e-09,2.19017027358175e-18
"326967742",0,7.56297519207289e-09,0
"326967813",48986,7.61945028759122e-09,0
"326968117",59466,7.71969651749707e-09,5.41308240325179e-17
"326995745",0,6.60087900191819e-09,0
"326996276",0,6.59810201590244e-09,1.00624207400496e-18
"326996572",114569,7.21638293083992e-09,6.92132383249517e-18
"327017207",76056,6.41609043925994e-09,1.34800450575149e-17
"327018213",0,6.34364453623974e-09,3.76287310212581e-18
"327031509",264692,6.4582124250546e-09,0
"327033009",264748,6.50744618564298e-09,0
"327033904",0,6.4390034322247e-09,1.19008140638492e-17
"327043132",85026,7.96421294573257e-09,1.31388477279414e-17
"327043783",0,7.87723748369657e-09,1.34528069048415e-17
