"","bc","cc","ec"
"4616541",3923641,6.42681581677746e-09,0
"4616542",3902481,6.70555938364429e-09,5.92865672898893e-18
"4616553",10414778,6.29038825287381e-09,1.00793764863273e-17
"4616555",149889,5.97239876119139e-09,1.39329295761821e-17
"4616562",0,6.58615596986705e-09,3.08189523984034e-17
"4616563",114724,7.76048506550803e-09,7.60740502588934e-19
"4616565",4957401,7.82348254840256e-09,1.23650655948159e-19
"4616566",80636,7.63629130417989e-09,0
"4616567",4906420,7.51990349373933e-09,0
"4616570",77120,7.6589432003624e-09,3.57265981908349e-18
"7304705",2122253,6.60422070166836e-09,1.85854811452187e-17
"7304709",2340540,6.60105482729693e-09,0
"7304712",351905,6.70957041576744e-09,4.08588285155601e-17
"7304714",406161,6.77071015800899e-09,1.98328193414252e-17
"7304715",19471,6.86121862518984e-09,1.67067969292929e-17
"7304716",54776,6.66099236246789e-09,0
"8809431",136108,6.84882832050541e-09,0
"8809434",3086483,6.33883777863182e-09,1.65688673285838e-17
"8809435",485406,6.4600981773705e-09,1.53549145665751e-17
"8809436",567994,6.58655101781447e-09,5.68115707692079e-18
"8809437",4002519,8.21027242334429e-09,0
"8809438",3613109,7.88519100297391e-09,1.64492872487984e-17
"8809439",3613193,8.1094827493004e-09,1.11758369403788e-17
"8809440",3362678,7.67084109210016e-09,7.11531088897227e-18
"8809441",389339,7.81546961107223e-09,0
"8809442",733043,8.21542310234032e-09,3.25601627533952e-18
"8809445",3730901,8.36203562115606e-09,3.99381401224064e-17
"8809447",1099806,8.44753779018286e-09,2.43703670830212e-17
"8809449",27812,8.45611771887527e-09,1.80206071105832e-17
"8809450",970535,8.51600884634429e-09,0
"8809451",935363,8.40136310192602e-09,2.28892985545668e-17
"14798299",4535380,6.4167312807335e-09,0
"14798301",7841237,6.37083254930918e-09,3.74237540659017e-17
"14798302",6221332,6.36979889654851e-09,2.1881994223285e-18
"14798303",7020038,6.56369279908781e-09,0
"14798304",1589707,6.64952857469958e-09,6.76185548997694e-19
"14798305",149124,6.70432491643831e-09,1.98073176429518e-17
"14798306",351565,5.09519439059556e-09,8.61581847204841e-18
"14798307",1571608,5.42285833566398e-09,2.47856468421521e-17
"14798308",1626195,5.48652428617305e-09,4.38113707115809e-18
"14798310",3050444,5.42628636842592e-09,3.74663925286859e-18
"14798311",2348312,5.37802680316611e-09,4.09342011676976e-18
"14798312",2002892,5.23911782398606e-09,7.99676848065559e-18
"14798315",1995077,5.23420936645444e-09,0
"14802818",1676374,5.76067959434544e-09,0
"14803152",40502,4.43688799093311e-09,8.6977145600238e-18
"14803153",61938,4.50889954307535e-09,1.25083614110394e-17
"14803155",916,4.48911784795382e-09,2.22218191674646e-17
"14803158",55134,4.68530926982459e-09,0
"14803160",636498,4.70030270307826e-09,0
"14803161",795743,4.72633606028026e-09,0
"14803162",617569,4.73389772268937e-09,6.2283710618822e-18
"14803165",1602072,4.72249106903843e-09,1.23142953054683e-17
"14803174",1748999,4.8345969150655e-09,0
"14803176",236342,4.90980581740771e-09,0
"14950166",3119674,8.14258889608573e-09,3.13942362845318e-17
"14950168",3076604,7.99216817618348e-09,5.41770233180867e-18
"14950169",1764446,7.83019468014067e-09,1.94564270150357e-17
"14950170",817760,7.32328418492261e-09,2.04654780820385e-17
"14950171",15688935,7.01877656579363e-09,2.18722074690102e-17
"14950172",763630,6.75955760404274e-09,0
"14950175",868078,7.44816139794893e-09,1.07514294231669e-17
"14950176",1273706,7.34637646035452e-09,2.64566533018448e-17
"14950238",1545864,6.50026194271167e-09,0
"14956508",5632782,7.63102019654422e-09,2.43458064521804e-17
"14956512",514694,7.38123305243257e-09,1.13988976687881e-17
"14956513",176182,6.96045618938293e-09,0
"14956514",297914,7.71628486911332e-09,2.95154862473614e-17
"14956515",8,7.46689112800127e-09,0
"14956516",199476,7.02941198231465e-09,0
"14956517",666571,6.93992738706753e-09,0
"14956518",4721691,7.43875844540913e-09,1.89770452136164e-17
"14956519",2624371,6.96090235024622e-09,5.69465399839249e-18
"14956520",88526,7.43391811239928e-09,7.61084436522875e-19
"14956521",106191,7.33852552786341e-09,0
"14956522",0,7.07579514193627e-09,2.90254089053811e-17
"14956524",6074,6.82113654879817e-09,9.67708489994051e-18
"14956525",1435155,6.76442410510095e-09,0
"14956526",79640,6.76170886833881e-09,3.51221713149926e-17
"14956527",1448888,6.71404250385951e-09,0
"14956529",70071,6.81883116984895e-09,1.50598829099961e-17
"14956530",152979,6.8197300283145e-09,1.63732934136037e-17
"14956531",925625,6.71360881744799e-09,8.76988026089593e-19
"14956532",2379971,6.85702744026933e-09,0
"14956533",223971,6.81989104522322e-09,2.69153629251863e-17
"14956534",355194,6.91052780045382e-09,1.70656924759097e-17
"14956535",959851,7.09105290278262e-09,2.17185794056263e-17
"14956536",1033599,7.13709268445687e-09,0
"14956537",2275398,6.8338311208865e-09,2.57538451807207e-17
"14956538",7372026,7.34364946080557e-09,0
"14956542",561570,6.77478889404779e-09,0
"14956543",351062,6.74558319653601e-09,5.39451870489865e-19
"14956544",136704,6.65444634503971e-09,2.74735440459835e-17
"14956545",574623,6.72836840571107e-09,5.73570038579096e-18
"14956546",455677,6.66135027548696e-09,2.75050888961042e-17
"14956547",353624,6.53702803186989e-09,3.07179578606955e-17
"14956548",65565,6.55396053685495e-09,1.95781730463288e-17
"14956550",201987,6.42015107506951e-09,0
"14956551",145089,6.4211624224215e-09,0
"14956555",145005,6.40836343844541e-09,0
"14956567",173120,7.66116108703123e-09,0
"14956569",122626,7.74560394484487e-09,7.67528575085685e-18
"14956570",1325426,7.81107473396292e-09,3.16082403149554e-17
"15032388",42490,0.00506897516717176,0
"15032392",212603,6.04823045749702e-09,6.24778386132499e-17
"15032394",42568,6.13783529687125e-09,0
"15032400",138608,6.14509108740902e-09,0
"15032401",32386,6.0673848102454e-09,0
"15032402",53610,6.07403536009875e-09,0
"15032404",0,6.07270602997230e-09,0
"15032405",5247,6.06047200736048e-09,0
"15032421",0,0.00439729999448227,1.45421391828098e-17
"15033822",0,5.97912483991615e-09,0
"15035501",31647,6.02036899933926e-09,1.61799159019264e-17
"15035503",172792,6.13370378225798e-09,3.71585096151117e-17
"15035504",210293,6.14253004391115e-09,0
"15035509",260077,6.15107473319984e-09,2.31880167171952e-17
"15035512",276489,6.19431644715265e-09,0
"15035514",0,6.00999894681608e-09,0
"15035516",595357,6.20257455908054e-09,0
"15035518",1020501,6.30622951471632e-09,0
"15035519",21243,6.19396218869297e-09,1.28694688161855e-17
"15035521",21271,6.2655336634989e-09,1.06062002119981e-18
"15035522",635202,6.27629689088574e-09,0
"15035526",716044,6.21458782241973e-09,7.18032309997321e-18
"15035527",409114,6.21763191823977e-09,6.41237866450145e-18
"15035529",447043,6.27443413292877e-09,6.91752437715441e-18
"15035530",135090,6.18664877186472e-09,0
"15035533",1310970,6.18279683954531e-09,0
"15035534",1896304,6.47175899973571e-09,0
"15035535",2184011,6.71375501201883e-09,0
"15035538",295948,6.30153365709293e-09,0
"15035539",307531,6.33603469843129e-09,0
"15035540",321169,6.36271678983795e-09,2.83217198540076e-17
"15035541",110381,6.18394691970443e-09,9.31663894054834e-18
"15035546",637551,6.3483977033649e-09,2.64608536986454e-17
"15035547",526211,6.26081108709276e-09,1.86057180030442e-17
"15035553",2555196,6.32452067560287e-09,0
"15035555",2244159,6.70113050222996e-09,1.38464527258773e-17
"15035556",2153853,6.44179444562375e-09,0
"15035558",91747,6.70059671013813e-09,2.77628548093978e-19
"15035561",2071941,6.44220084468835e-09,1.02960991346047e-17
"15035563",1828817,6.76486742495943e-09,4.78007296312678e-17
"15035571",2093241,6.56119984356676e-09,0
"15035572",0,6.5021423941448e-09,5.56396874293108e-18
"15035573",1918928,6.37433359801823e-09,3.84718945350003e-17
"15035574",1261655,6.28307582189893e-09,1.65979612427699e-17
"15035575",1365080,6.24542259963834e-09,4.21098749188473e-17
"15035576",1514245,6.57105849551392e-09,0
"15127444",0,4.79052490067105e-09,0
"15127457",5825,4.29771250651672e-09,0
"15127458",85024,4.28275402958043e-09,1.50522060239376e-16
"15127463",40868,4.14803197569037e-09,0
"15378799",7158873,7.46459589987137e-09,1.13862388390762e-17
"15378800",16489998,7.08399763778656e-09,2.70389417317436e-16
"15378802",381597,6.98207290664369e-09,1.53679625678345e-17
"15378803",94855,6.89595335645047e-09,0
"15378804",68875,6.82981550440383e-09,4.43241733074934e-18
"15378805",94883,6.94503145046295e-09,0
"15378807",185287,6.94075243686725e-09,0
"15378809",774452,7.21096895924582e-09,0
"15378811",2624662,6.36397643597443e-09,0
"15378812",177133,6.34586451826992e-09,0
"15378813",177161,6.35575486357756e-09,1.41174554742864e-18
"15378814",199258,6.16752560403265e-09,1.35492221950956e-17
"15378815",210577,6.2433773081367e-09,9.23389846141412e-18
"15378818",185159,6.29697614516445e-09,0
"15378819",0,6.27199959478738e-09,0
"15378820",187649,6.49595584655372e-09,1.85962729228712e-17
"15378821",191532,6.670395063928e-09,5.71710953509702e-18
"15378823",827396,6.29224073783979e-09,0
"15378825",23473129,6.57434065039362e-09,0
"15378826",10971788,6.72571389705596e-09,2.64805793078331e-17
"15378827",10531597,6.69764325881405e-09,0
"15378828",152264,6.49427451684286e-09,1.94633672495654e-17
"15378831",3086511,6.39891859939849e-09,8.67727978236398e-18
"15378832",3230954,6.41003153607062e-09,2.31495683107413e-17
"15378833",244511,6.41212739043913e-09,2.12565549931269e-17
"15378834",3255739,6.47616356212987e-09,2.15696051225668e-18
"15378836",3232296,6.55099605655233e-09,5.29000818987401e-18
"15378840",1712265,6.81099783655004e-09,1.61928660358562e-17
"15378841",1824351,6.82336624741679e-09,9.16976308247301e-18
"15378843",95958,6.54805766160956e-09,0
"15378844",0,6.50522029223662e-09,0
"15378847",485378,6.40537509486219e-09,0
"15378848",375531,6.39784912934844e-09,1.88634128635069e-18
"15378849",407425,6.36248120998093e-09,1.7787981683981e-17
"15378852",14932063,6.70514646986792e-09,3.46652565930074e-18
"15378854",4799252,6.75615911241732e-09,5.33859279665571e-17
"15378856",3194176,6.74061293807804e-09,0
"15378858",15278271,6.73598784063589e-09,0
"15378859",16483774,6.77611007541269e-09,0
"15435230",3234185,7.13622691145731e-09,7.69546891874158e-18
"15435231",2732161,7.02943238009913e-09,3.3419635068966e-17
"15435232",312792,7.06063226780411e-09,0
"15435233",712469,7.01319657191849e-09,3.42475911117156e-17
"15435234",438090,6.99119568281254e-09,0
"15435240",1307037,6.41133730950651e-09,1.42734024096518e-17
"15435241",997806,6.40114485248333e-09,2.46121571427492e-17
"15435242",969292,6.35110013882074e-09,2.36786620991455e-17
"15435243",42514,6.29120805440063e-09,7.80429315248966e-18
"15435244",824579,6.47869176577101e-09,1.90138966721683e-17
"15435249",874757,6.53064994403536e-09,7.25192052681344e-18
"15435250",260697,6.45462974052941e-09,9.11852496468202e-18
"15435252",2504088,6.80721546900606e-09,4.08603924985863e-17
"15435254",1889962,6.69489911565069e-09,7.20129847875522e-18
"15435259",1751873,7.03908005386677e-09,4.69733814530302e-17
"15435260",478428,6.87604369553806e-09,2.59793284720615e-17
"15435261",584925,6.91157213214544e-09,1.57077230359097e-17
"15435263",21621,6.93281319797639e-09,1.11936646323662e-17
"15435269",41326,6.59244161755143e-09,1.68509276272727e-17
"15435271",46043,6.67222834969263e-09,2.79431489760085e-17
"15435272",912101,6.63984544447875e-09,1.90229089956409e-17
"15435273",1075585,6.60687299567171e-09,3.50861065986137e-17
"15435274",2204695,6.65167392436907e-09,6.10680325308051e-18
"15435277",1028605,6.5279908357519e-09,2.02275618555421e-17
"15435278",251225,6.44328872212224e-09,8.01987926807839e-18
"15435280",36133,6.69217714241976e-09,0
"15435281",36995,6.57476416899701e-09,3.04192836164779e-17
"15435282",170027,6.14808131818438e-09,7.8232092059853e-19
"15435283",145106,6.1357594114177e-09,0
"15435310",398821,6.81206697440754e-09,3.97919732709233e-17
"15435311",2028426,6.99087987346627e-09,2.48976935748739e-17
"15641131",5527197,8.0437864208534e-09,1.72824816452624e-17
"15643080",39166,8.27541483080988e-09,0
"15643084",1295527,8.09317586537917e-09,5.58651613888071e-18
"15643085",2724402,8.14329340779936e-09,2.03864224231646e-17
"15643088",10700349,8.90869245909551e-09,8.45629727874667e-13
"15643095",141877,8.77735746134996e-09,7.38269756750997e-20
"15643097",5108621,7.59258940928199e-09,0
"15643098",14081894,8.56401017219458e-09,1.67939799741117e-17
"15643099",21979536,8.99377689593667e-09,2.14719692544085e-17
"15643100",7518217,8.95739120640382e-09,0
"15643101",17971,8.49819170906165e-09,3.20669503314874e-18
"15643102",197087,8.32426411737672e-09,3.30682959533524e-17
"15643109",5469363,6.66647603727003e-09,9.669907618437e-17
"15644057",15596262,9.09005036943061e-09,2.73330984527583e-11
"15644058",1689411,8.07436170304923e-09,0
"15644294",6804505,7.45274374635343e-09,0
"15644295",5260505,7.63174036342395e-09,1.74853598763868e-17
"15859474",0,6.91747939724254e-09,2.39052943148587e-17
"15859479",6761444,7.28760731120992e-09,2.98973470748034e-17
"15859481",565785,7.39366496394123e-09,0
"15859483",31496,7.28712939055039e-09,1.31380149766751e-17
"15859484",7716291,7.6664870026522e-09,1.26692536138834e-17
"15859492",8980,8.30564667149939e-09,0
"15859494",3350469,7.80940085285244e-09,0
"15859496",38335,7.79041057989893e-09,0
"15859497",71654,7.74962588228718e-09,0
"15859498",55519,7.73096552106747e-09,3.67520194495102e-19
"15859500",34435,7.68212927952697e-09,2.6474366578804e-17
"15859501",60550,7.64745118012261e-09,0
"15859502",7406959,7.47172751510805e-09,1.27996987790515e-17
"15859504",6452884,7.47459281729163e-09,1.78400430732948e-17
"15859505",1309373,7.48370709632688e-09,0
"15859506",6183363,7.53323840588709e-09,0
"15859507",74079,7.52179829854423e-09,0
"15859511",7098650,7.6960583458523e-09,0
"15859512",8514648,7.6802843475581e-09,0
"15859515",5282137,7.26352561428777e-09,2.43804118596245e-17
"15859519",174821,7.39369474643923e-09,1.04893938254317e-17
"15859522",147184,7.25784689151352e-09,0
"15859525",1772817,6.86112333064521e-09,1.72141339659451e-17
"15860538",71262,7.57421310778505e-09,2.90345629783946e-17
"15860541",86888,7.72445906037245e-09,3.89715068612345e-17
"15860543",86038,7.75531786696369e-09,5.69864788430529e-18
"15860566",0,8.21285941797421e-09,0
"15864045",1165367,6.90086256555132e-09,0
"15864046",647977,7.12196582359335e-09,3.25568149957608e-17
"15864047",454290,7.02815130977493e-09,0
"15864049",701113,7.17355512672486e-09,1.0882057018862e-17
"15864050",229308,7.12018436274848e-09,1.62051805751782e-17
"15864051",8178,7.02916097085666e-09,3.04483304465545e-18
"15864053",178392,6.92765746916659e-09,7.41632156464502e-18
"15864054",579793,7.24200342076666e-09,3.59348066249746e-17
"15864057",1023332,7.36563452334863e-09,1.8844827373292e-17
"15864058",0,7.03035312092195e-09,0
"15864063",0,6.98014511849888e-09,0
"16818187",431998,5.90283661850137e-09,1.38212525367004e-17
"16820915",1073225,8.47547426558329e-09,8.55717865100035e-09
"16820916",1173969,8.37731564752598e-09,9.26002803981371e-13
"16820918",9794871,7.88418522385459e-09,1.12608816896185e-17
"16820924",4703313,8.09054957550468e-09,2.156087481084e-17
"16820925",10648305,7.88118192498362e-09,0
"16820927",98443,7.26684472313765e-09,5.15380819201369e-17
"16820931",615491,7.53532033080852e-09,6.27590811605106e-18
"16820933",13465275,7.84512226797025e-09,4.4484882014778e-17
"16820936",2151186,7.61598852874938e-09,0
"16820937",3452556,7.83979195502299e-09,1.87346917062652e-17
"16820938",1313455,7.59288279298754e-09,0
"17337815",184820,5.84415751426443e-09,0
"17348292",3316872,5.72450096841431e-09,8.06747219335541e-18
"17348293",3101637,5.73694868979686e-09,1.66912746760652e-18
"17348307",254740,5.37095025333127e-09,0
"17348330",213938,5.87609076447309e-09,1.42080886443276e-17
"17543068",1577637,6.28135144254870e-09,2.97520284013099e-17
"17809150",10670100,8.282017713412e-09,0
"17809151",23738,8.06787439722131e-09,0
"17809152",4377679,7.4613616198149e-09,2.87395174957391e-17
"17809155",9185522,8.09568014142279e-09,3.11499787787806e-17
"17809161",1874278,8.20461858088534e-09,1.68994577777486e-17
"17809162",814954,8.22758634387898e-09,2.0156409213386e-17
"17809163",42053,8.28940874434882e-09,1.20635364990922e-18
"17809166",1977534,8.27367431021007e-09,3.33160437278451e-17
"17809169",756050,8.20297977009355e-09,1.39515074045791e-17
"17809170",845449,8.23821876555317e-09,2.2413696397378e-17
"17809172",6326925,8.27123230449716e-09,7.17929910459056e-18
"17809179",1967382,7.20004721838585e-09,1.83359978943248e-18
"17809183",8393575,7.32703888129142e-09,0
"17809184",9984515,7.2828544536373e-09,2.31735607386169e-17
"17809191",631942,7.27263823153932e-09,3.99562343572203e-17
"17809198",3794167,7.49461207746461e-09,0
"17809567",3404304,7.97200405588802e-09,4.16062688662257e-18
"17809569",7037324,7.94882115359735e-09,0
"17809572",784095,7.93541622257029e-09,1.40228302642212e-17
"17809575",189307,7.84890110308296e-09,1.72720345863264e-17
"17809576",197180,7.93152958828551e-09,0
"17809588",4821245,7.96367586448904e-09,7.71507615010279e-18
"17809589",4597634,8.10029068488204e-09,1.01972395339769e-17
"17975396",0,4.24325438783127e-09,3.22859147714714e-17
"17975403",250980,4.3746667216827e-09,0
