"","u","v"
"15600","3835398802","3835398803"
"15601","3835398802","27323600"
"15602","3835398810","3835398812"
"15603","3835398811","3835398810"
"15604","3850640408","2986179227"
"15605","3854260797","789930180"
"15606","3854260801","3854260804"
"15607","3854260804","3854260797"
"15608","3859305961","5591064036"
"15609","3859305971","269263706"
"15610","3859305973","7216692615"
"15611","3860713592","432807843"
"15612","3860713594","3860713595"
"15613","3860713595","15435259"
"15614","3860713596","3860713592"
"15615","3860713596","8093259570"
"15616","3865046319","7839918160"
"15617","3865046321","116118809"
"15618","3875241705","353763952"
"15619","3880382915","592662444"
"15620","3880382915","965465968"
"15621","3880382922","356195067"
"15622","3881609549","3881609552"
"15623","3881610762","3881610781"
"15624","3881610786","3881610829"
"15625","3881610791","5586937141"
"15626","3881610793","5586937138"
"15627","3881610815","3881610793"
"15628","3881610816","3881610844"
"15629","3881610822","968107135"
"15630","3881610829","4371567621"
"15631","3881610842","3881610856"
"15632","3881610844","3881610762"
"15633","3881610845","4523893505"
"15634","3881610852","3881610816"
"15635","3881610852","358469247"
"15636","3881610856","5586937146"
"15637","3881750580","24667530"
"15638","3897180429","7137599348"
"15639","3904770003","168358587"
"15640","3905019667","3905019731"
"15641","3905019673","5433364766"
"15642","3905019676","3905019673"
"15643","3905019679","8676409523"
"15644","3905019685","3905019687"
"15645","3905019685","3905019679"
"15646","3905019689","3905019685"
"15647","3905019701","3905019712"
"15648","3905019712","141562735"
"15649","3905019731","141563308"
"15650","3906583829","130238571"
"15651","3906584173","2440229701"
"15652","3906714790","3906714794"
"15653","3906714790","141795920"
"15654","3906714794","141573529"
"15655","3920295909","277578912"
"15656","3920295909","1096679755"
"15657","3922027153","21658446"
"15658","3923272262","3923272054"
"15659","3923272281","3923272054"
"15660","3923272289","3923272262"
"15661","3926761530","2829333517"
"15662","3926768458","9934565790"
"15663","3946857760","573378157"
"15664","3964106566","3964106567"
"15665","3964106567","5530605101"
"15666","3964119487","6379464861"
"15667","3964119499","3964119508"
"15668","3964119508","246552371"
"15669","3964935870","356428391"
"15670","3964935881","25101544"
"15671","3969045152","6138221383"
"15672","3971777644","353206666"
"15673","3978232561","94110200"
"15674","3978871192","368542144"
"15675","3978871240","3978871192"
"15676","3978880404","3978880407"
"15677","3978880407","27235263"
"15678","3978880407","3978880423"
"15679","3978880412","3978880416"
"15680","3978880416","32561134"
"15681","3978880416","3978880409"
"15682","3978880419","3978880412"
"15683","3978880423","3978880419"
"15684","3981508302","3981508307"
"15685","3984024992","2897249531"
"15686","3984024996","1329146270"
"15687","3986592475","9507584492"
"15688","3986592476","4117271001"
"15689","3995352194","3120160435"
"15690","3995352194","958304083"
"15691","3995352195","3995352194"
"15692","3995352196","3995352195"
"15693","3995352197","3995352195"
"15694","3999929421","3999929419"
"15695","3999929421","19722931"
"15696","4007137874","4007137876"
"15697","4007137874","8176612207"
"15698","4007137876","4007137878"
"15699","4007137878","2555330054"
"15700","4007137888","2555330184"
"15701","4007138293","5534766264"
"15702","4007138300","428881926"
"15703","4007713116","1699822678"
"15704","4007721858","329147785"
"15705","4009156590","1627485505"
"15706","4019798299","3055023164"
"15707","4019798299","2900471132"
"15708","4019798314","4019798315"
"15709","4019798315","4019798339"
"15710","4019798317","4019798337"
"15711","4019798321","4019798324"
"15712","4019798324","2688226322"
"15713","4019798325","4019798321"
"15714","4019798329","4019798324"
"15715","4019798330","4019798329"
"15716","4019798337","17975440"
"15717","4019798339","246548154"
"15718","4019798339","17975440"
"15719","4019798345","417554349"
"15720","4020159329","6090756480"
"15721","4020159332","6812154368"
"15722","4020159332","5615815994"
"15723","4020159333","5615815994"
"15724","4020159338","5615815994"
"15725","4020159338","4020159336"
"15726","4020159344","2638454026"
"15727","4020159348","4291344000"
"15728","4020159350","4020159353"
"15729","4020159353","9848951423"
"15730","4020513523","621295235"
"15731","4020540223","5613307536"
"15732","4020540225","4020540223"
"15733","4022405649","302841075"
"15734","4022405654","4007721858"
"15735","4022690231","4488707892"
"15736","4025386876","512060154"
"15737","4025386876","1699823027"
"15738","4026454075","258408500"
"15739","4026454075","4026454078"
"15740","4026457091","4761621112"
"15741","4026457092","4026457091"
"15742","4028707800","2294033349"
"15743","4029991656","357018512"
"15744","4030610728","7821189665"
"15745","4036294501","258152731"
"15746","4039715840","4039715843"
"15747","4039715841","2499712803"
"15748","4039715842","4039715841"
"15749","4039715843","4039715842"
"15750","4040379664","6151328321"
"15751","4045880896","4045880895"
"15752","4045880898","4045880897"
"15753","4045880900","4045880899"
"15754","4045880902","4045880901"
"15755","4045880904","4045880903"
"15756","4045880906","4045880905"
"15757","4045880908","4045880907"
"15758","4045880909","829892895"
"15759","4050195020","25625339"
"15760","4050884420","4050884417"
"15761","4050885481","4050885712"
"15762","4050885712","4051522117"
"15763","4050885771","4050885447"
"15764","4050886000","4050885771"
"15765","4050886000","4051522194"
"15766","4050886020","4050884417"
"15767","4051266184","4063766834"
"15768","4051266184","4051270632"
"15769","4051270632","4051270758"
"15770","4051270724","4051270632"
"15771","4051270758","4058670955"
"15772","4051521932","4051521941"
"15773","4051521932","4051522067"
"15774","4051521941","4051521963"
"15775","4051521963","4051522002"
"15776","4051522002","4051522036"
"15777","4051522031","4051521932"
"15778","4051522036","4051522122"
"15779","4051522117","4050885771"
"15780","4051522117","4051521941"
"15781","4051522122","4051522208"
"15782","4051522143","4051521963"
"15783","4051522161","4051522002"
"15784","4051522194","4050886020"
"15785","4051522210","4051522123"
"15786","4058670955","2506668815"
"15787","4058671727","4051522100"
"15788","4058672934","4051522122"
"15789","4060332500","4060332512"
"15790","4060332512","358161788"
"15791","4060332515","4060332500"
"15792","4060332523","4060332534"
"15793","4060332529","4060332523"
"15794","4060332534","959497539"
"15795","4060361011","8121110445"
"15796","4060361011","2056770244"
"15797","4061771510","5708474542"
"15798","4061931502","4061931503"
"15799","4061931503","1961571564"
"15800","4061931503","1961533514"
"15801","4063766817","4063766833"
"15802","4063766833","4063766835"
"15803","4063766834","4063766817"
"15804","4063766835","4063766816"
"15805","4063766840","4063766861"
"15806","4063766841","4063766860"
"15807","4063766860","4063766863"
"15808","4063766861","4063766863"
"15809","4063766863","4051270724"
"15810","4065408142","367881"
"15811","4065408145","429577623"
"15812","4065408183","4065408177"
"15813","4068204149","15035501"
"15814","4068384073","4210459997"
"15815","4069611757","185857158"
"15816","4069611768","4069611757"
"15817","4069612264","34818473"
"15818","4099994062","1666065928"
"15819","4100020132","280246014"
"15820","4100072617","4100078401"
"15821","4111985146","4111985147"
"15822","4111985147","21348453"
"15823","4117217600","2680781373"
"15824","4117270999","4117217600"
"15825","4117271001","4117270999"
"15826","4129972726","25554306"
"15827","4129972726","7887163382"
"15828","4141038058","5613307482"
"15829","4141038059","1886838424"
"15830","4146948254","4146948257"
"15831","4146948254","26401905"
"15832","4146948256","1420142598"
"15833","4148402943","2627576805"
"15834","4155536017","3050362817"
"15835","4155536023","3050362817"
"15836","4156432932","4156432934"
"15837","4156432934","4273037453"
"15838","4156432939","4156432934"
"15839","4170526436","15378807"
"15840","4170526437","390198"
"15841","4171947760","1699824696"
"15842","4171947764","4171947825"
"15843","4171947781","2499759203"
"15844","4171947807","271468906"
"15845","4171978132","358917253"
"15846","4171978151","2515024487"
"15847","4172561652","367914"
"15848","4172590501","3688518531"
"15849","4172590504","4172590501"
"15850","4172597610","1825834635"
"15851","4172597611","4172597610"
"15852","4172597611","5147770098"
"15853","4172601064","194414341"
"15854","4172624074","4172624076"
"15855","4172624076","6132439652"
"15856","4172624076","958792254"
"15857","4185948061","4185948063"
"15858","4187963975","367911"
"15859","4189211972","2996099319"
"15860","4189211973","4189211972"
"15861","4200737823","1664142329"
"15862","4210459997","2596022337"
"15863","4210459997","4210459990"
"15864","4212225066","130057658"
"15865","4213538000","4213537996"
"15866","4214740186","4214740188"
"15867","4214740188","7890851899"
"15868","4216099144","4216099111"
"15869","4216099245","4216099256"
"15870","4216099256","4216099111"
"15871","4216099256","358873202"
"15872","4225215504","2597463104"
"15873","4225215506","4225215504"
"15874","4225215509","1820770939"
"15875","4225215512","1820771260"
"15876","4225215513","1820763076"
"15877","4225762683","4491899176"
"15878","4225932295","4216099111"
"15879","4228058646","34818589"
"15880","4228930955","9644677444"
"15881","4228930976","258360211"
"15882","4244117594","271467563"
"15883","4244117597","3859305961"
"15884","4244117597","7216692615"
"15885","4244117598","271467563"
"15886","4244117599","5591064036"
"15887","4246118289","27235170"
"15888","4246118289","661214"
"15889","4246118291","4246118289"
"15890","4246118291","27235142"
"15891","4254651925","4254651926"
"15892","4254651925","644131"
"15893","4254651926","1867790960"
"15894","4271206533","6726703841"
"15895","4271206535","4271206536"
"15896","4271206536","4271206547"
"15897","4271206540","4271206536"
"15898","4271206541","4271206540"
"15899","4271206542","4271206540"
"15900","4271206543","4271206542"
"15901","4271206544","4271206542"
"15902","4271206545","4271206544"
"15903","4271206547","4271206550"
"15904","4271206549","94166879"
"15905","4271206550","4271206552"
"15906","4271206551","4271206550"
"15907","4271206552","4271206554"
"15908","4271206553","4271206552"
"15909","4271206554","4271206549"
"15910","4271206555","4271206554"
"15911","4271206556","94166688"
"15912","4271206558","4271206556"
"15913","4271452725","1482567385"
"15914","4271473098","4271473120"
"15915","4271473106","4271473098"
"15916","4271473108","4271473109"
"15917","4271473109","4271473122"
"15918","4271473122","4271473120"
"15919","4271657386","4271657495"
"15920","4271657386","5924516083"
"15921","4271657388","4271657386"
"15922","4271657492","4271657493"
"15923","4271657493","246019897"
"15924","4271657495","4311864020"
"15925","4271657497","4271657492"
"15926","4271657498","4311864021"
"15927","4271657499","4271657498"
"15928","4271657501","4271657499"
"15929","4271657503","4311864021"
"15930","4273037442","4273037461"
"15931","4273037446","4273037442"
"15932","4273037446","4273037445"
"15933","4273037448","4273037449"
"15934","4273037449","4273037445"
"15935","4273037453","4273037463"
"15936","4273037457","4156432939"
"15937","4273037461","6128387525"
"15938","4273037462","4273037461"
"15939","4273037463","4273037446"
"15940","4273037464","4273037463"
"15941","4273047892","361125"
"15942","4273047893","4273047892"
"15943","4273047894","4273047893"
"15944","4273047895","4273047893"
"15945","4273047897","4273047893"
"15946","4273277528","94181730"
"15947","4273277534","4273277535"
"15948","4273277535","4273277536"
"15949","4273277536","94202286"
"15950","4281651738","4281651739"
"15951","4281651738","390214"
"15952","4281651739","4281651750"
"15953","4281651740","4281651739"
"15954","4281651743","4281651742"
"15955","4281651750","4281651743"
"15956","4291343792","2710515984"
"15957","4291343792","1784455048"
"15958","4291343878","428850218"
"15959","4291343878","1678327318"
"15960","4291343991","2638454026"
"15961","4291343998","6380745374"
"15962","4291344000","4291343998"
"15963","4291344001","267565737"
"15964","4293351115","248579476"
"15965","4294378831","10049023000"
"15966","4294378833","4294378838"
"15967","4294378838","4294378842"
"15968","4294378842","4294378839"
"15969","4294378842","21660986"
"15970","4297195914","21663255"
"15971","4302561174","246552381"
"15972","4302561184","302836348"
"15973","4302561184","1871660255"
"15974","4302561187","354926720"
"15975","4302561188","1871660215"
"15976","4302563292","2193078191"
"15977","4302563295","1827397890"
"15978","4302563299","1827397999"
"15979","4302563299","4302563296"
"15980","4302563306","4302563307"
"15981","4302563307","8856746262"
"15982","4302563309","4302563307"
"15983","4302563312","1784925510"
"15984","4302563312","4302563300"
"15985","4302563314","4302563312"
"15986","4302563317","4302563309"
"15987","4309208080","244419638"
"15988","4309208088","4309208080"
"15989","4311864020","4271657497"
"15990","4311864021","4311864020"
"15991","4311880800","4311880805"
"15992","4311936170","6906762917"
"15993","4317966868","4317966873"
"15994","4317966873","4491899176"
"15995","4318448049","116120001"
"15996","4321361071","27286674"
"15997","4331306509","721620620"
"15998","4338803424","15860538"
"15999","4348836979","142635449"
"16000","4351598802","8284069769"
"16001","4351598804","4351598802"
"16002","4359343926","333674939"
"16003","4359357346","420550822"
"16004","4359357349","420550825"
"16005","4359357349","1432256094"
"16006","4359357351","332483510"
"16007","4359357354","1287837045"
"16008","4359357354","4359357355"
"16009","4359357355","420550817"
"16010","4359391977","4359391978"
"16011","4359391978","305167036"
"16012","4365655624","4365655622"
"16013","4365655627","4365655629"
"16014","4365655627","512472569"
"16015","4365655629","995808669"
"16016","4365655629","4365655628"
"16017","4366348292","773240540"
"16018","4371261517","299137304"
"16019","4371261517","5038810381"
"16020","4371264991","1784938579"
"16021","4371264991","5530605095"
"16022","4371264998","1555391445"
"16023","4371264998","5530426093"
"16024","4371265042","5530426073"
"16025","4371265068","4371265061"
"16026","4371265072","276661229"
"16027","4371567574","674725869"
"16028","4371567587","4371567574"
"16029","4371567621","417025027"
"16030","4371567621","417025023"
"16031","4380263134","5632630182"
"16032","4380263140","3029785973"
"16033","4380263142","27339859"
"16034","4380263142","4380263146"
"16035","4380263146","3029666621"
"16036","4380263154","4380263149"
"16037","4382344385","4382345790"
"16038","4382345790","4382345792"
"16039","4382345792","2197454367"
"16040","4382414364","7786436904"
"16041","4382414364","9648864130"
"16042","4389621615","1224697328"
"16043","4389621615","204832795"
"16044","4407196725","6171131968"
"16045","4413189316","271467568"
"16046","4413209102","965881197"
"16047","4413209103","4413209102"
"16048","4414970472","4413209102"
"16049","4414972417","6511574420"
"16050","4418237888","1838021324"
"16051","4418239697","735292066"
"16052","4418239703","4418239708"
"16053","4418239708","4418239710"
"16054","4418239710","4418237882"
"16055","4418239710","5467645825"
"16056","4418239718","5467645825"
"16057","4418673952","4964850342"
"16058","4418695626","27181010"
"16059","4418770015","4418770012"
"16060","4418770016","4418770024"
"16061","4426107369","203332899"
"16062","4430656663","273099632"
"16063","4430656663","24912132"
"16064","4434323408","25273896"
"16065","4444592861","2401433059"
"16066","4444592863","4444592861"
"16067","4450722739","4450722745"
"16068","4452606011","8220828356"
"16069","4454010793","6528467744"
"16070","4459357812","9156005378"
"16071","4459609526","9934565790"
"16072","4460544738","6616559335"
"16073","4460544741","4460561776"
"16074","4460544742","6616559335"
"16075","4460561769","2663887250"
"16076","4460561776","2663887250"
"16077","4460561778","4460544738"
"16078","4460570055","2721077027"
"16079","4460612483","4460612486"
"16080","4460612486","5475452860"
"16081","4460651986","1990831294"
"16082","4466826380","4466826381"
"16083","4466826381","978607963"
"16084","4468710866","4468710860"
"16085","4468710875","8395404619"
"16086","4475204328","4707329402"
"16087","4475204328","4475204332"
"16088","4479306237","116139798"
"16089","4484420030","4484420033"
"16090","4484565698","4958686521"
"16091","4484565698","4958686522"
"16092","4485800352","1795370987"
"16093","4486712397","512050336"
"16094","4486712401","4486712397"
"16095","4486712442","367882"
"16096","4488703884","5591064036"
"16097","4488703888","512060119"
"16098","4488707891","1699824548"
"16099","4488707892","965881197"
"16100","4488707896","208932480"
"16101","4488707902","417025009"
"16102","4488707902","1699822748"
"16103","4491898870","1699825591"
"16104","4491898871","2499775969"
"16105","4491898883","4491898884"
"16106","4491898884","282073336"
"16107","4491899092","1188300042"
"16108","4491899108","512066185"
"16109","4491899174","417022836"
"16110","4491899176","2499759321"
"16111","4491899177","2499726192"
"16112","4491899188","1699826070"
"16113","4491899190","4491899188"
"16114","4491899196","417635775"
"16115","4491899202","271468900"
"16116","4492356242","1699823803"
"16117","4492356282","1699823803"
"16118","4492400732","271465377"
"16119","4492400734","8548520891"
"16120","4492403212","7553524265"
"16121","4492403212","3881609552"
"16122","4492403212","4492403216"
"16123","4492829140","145990870"
"16124","4493797299","36483677"
"16125","4494122592","1756694588"
"16126","4501212371","331433681"
"16127","4508646345","185883891"
"16128","4508646363","6584437805"
"16129","4508646366","25203660"
"16130","4508688477","4508688481"
"16131","4508688481","662296465"
"16132","4508688482","4508688481"
"16133","4508711207","14956517"
"16134","4508711210","4508711209"
"16135","4511298499","469752943"
"16136","4511298499","4511298500"
"16137","4515397625","4515397639"
"16138","4515397638","4515397625"
"16139","4515397639","4515397656"
"16140","4515397656","297709641"
"16141","4520645159","2056770246"
"16142","4520645161","5467645873"
"16143","4520645161","5467645875"
"16144","4520645162","15035526"
"16145","4520645162","5909545668"
"16146","4520839546","5334674572"
"16147","4520839546","392897790"
"16148","4520839549","277500566"
"16149","4521175365","6439759684"
"16150","4523634047","271465693"
"16151","4523893504","3859305971"
"16152","4523893505","3881610793"
"16153","4525367231","25033086"
"16154","4525367232","4525367231"
"16155","4525367243","4525367232"
"16156","4525367243","25034320"
"16157","4526987824","15035512"
"16158","4526987824","5909545669"
"16159","4526987825","259642673"
"16160","4526987825","5909545667"
"16161","4532171346","1471218188"
"16162","4533941708","8521961059"
"16163","4538496148","4538496154"
"16164","4538496154","4538496160"
"16165","4538496160","258407639"
"16166","4541988067","4429002867"
"16167","4545568853","506876969"
"16168","4545568854","4545568853"
"16169","4547130993","21346796"
"16170","4547130996","4547130993"
"16171","4547130999","4547130996"
"16172","4548929280","6086645585"
"16173","4548929281","4548929280"
"16174","4562201326","4562201327"
"16175","4562201327","7304714"
"16176","4565173276","4565173278"
"16177","4565173278","243892645"
"16178","4583249023","258075961"
"16179","4583249023","787718845"
"16180","4592498576","6866318492"
"16181","4592498581","4592498576"
"16182","4598352102","3105079940"
"16183","4598359600","9144673930"
"16184","4598382580","6902633549"
"16185","4598382580","6878500200"
"16186","4598383189","6902633549"
"16187","4598391054","8642605172"
"16188","4598391056","4598391054"
"16189","4598395845","417304533"
"16190","4598395858","2462623219"
"16191","4598401108","1250457913"
"16192","4603914564","411722080"
"16193","4603914566","411736467"
"16194","4603914575","1840021586"
"16195","4610113040","5702693106"
"16196","4622393934","8112651373"
"16197","4622393941","8112651374"
"16198","4649085918","4649085917"
"16199","4649085919","4649085918"
"16200","4649085923","4649085918"
"16201","4664910218","36473759"
"16202","4680947605","169336089"
"16203","4680947606","169336597"
"16204","4680947606","4680947605"
"16205","4685452347","2537097424"
"16206","4685452348","4685452347"
"16207","4685617229","268230697"
"16208","4685617239","10068668321"
"16209","4692420619","4692420620"
"16210","4692420620","4692420621"
"16211","4692420621","6242344813"
"16212","4692446097","7062789514"
"16213","4692446097","7042284389"
"16214","4692661267","2997717848"
"16215","4694179400","242919824"
"16216","4695326496","25272937"
"16217","4700937589","267350030"
"16218","4701518819","4723846535"
"16219","4701887055","5088842630"
"16220","4702554517","4702554528"
"16221","4702554519","4702554528"
"16222","4702554522","4702554519"
"16223","4702554528","4702554529"
"16224","4702554529","4702554530"
"16225","4702554530","94247754"
"16226","4702554533","4702554529"
"16227","4702554535","4702554530"
"16228","4707329402","116109846"
"16229","4707329403","4707329405"
"16230","4707329405","4707329402"
"16231","4707329411","4707329416"
"16232","4707329416","116114649"
"16233","4707329420","139251546"
"16234","4707329420","4707329405"
"16235","4718747865","34818886"
"16236","4718747866","34818596"
"16237","4720234391","94173259"
"16238","4720234394","4720234391"
"16239","4720901372","621250237"
"16240","4720910883","5918899101"
"16241","4723846530","6119176605"
"16242","4723846535","6118728925"
"16243","4723846535","4723846530"
"16244","4723846537","4723846538"
"16245","4729508755","4729508773"
"16246","4729508759","664141097"
"16247","4729508762","25192224"
"16248","4729508766","470159"
"16249","4729508770","4729508771"
"16250","4729508771","25192858"
"16251","4729508773","25192856"
"16252","4729508774","470160"
"16253","4729508774","664135586"
"16254","4732498220","3781977692"
"16255","4732498722","4732498220"
"16256","4741705774","576166192"
"16257","4742879704","268233911"
"16258","4753708169","258150236"
"16259","4754017845","1914164521"
"16260","4759212439","268220940"
"16261","4760555488","169325939"
"16262","4760555488","178763059"
"16263","4761621111","4761621112"
"16264","4761621112","8112114203"
"16265","4761621113","4426107364"
"16266","4764961588","5741976673"
"16267","4766742262","4766742252"
"16268","4793879082","356298981"
"16269","4793879083","356299115"
"16270","4793879083","356299159"
"16271","4793890211","707939908"
"16272","4798909606","1630581002"
"16273","4804746712","21378258"
"16274","4808482785","826819727"
"16275","4808482786","32565475"
"16276","4808482786","826819727"
"16277","4814370497","4814370506"
"16278","4826570066","2160034010"
"16279","4826570066","4826570085"
"16280","4826570072","6587528305"
"16281","4826570072","7917287067"
"16282","4826570085","6587528306"
"16283","4826619754","4826619758"
"16284","4826619758","4826570085"
"16285","4847081846","355323671"
"16286","4857666276","6878491277"
"16287","4857666279","6878491276"
"16288","4857666279","4857666283"
"16289","4857666282","4857666283"
"16290","4861899690","3805263959"
"16291","4861899690","6030462948"
"16292","4862273044","178882511"
"16293","4862309337","2580430979"
"16294","4864063134","2700151053"
"16295","4864063134","260697442"
"16296","4864348605","2700086459"
"16297","4864348606","2700086471"
"16298","4864348607","2700086471"
"16299","4864348614","2700086450"
"16300","4864708820","408501726"
"16301","4864709123","268234193"
"16302","4864709124","4742879704"
"16303","4864709126","4864709127"
"16304","4864709128","1343567770"
"16305","4875924721","2061624515"
"16306","4879411762","4879411763"
"16307","4879411763","27235960"
"16308","4879507113","4879507116"
"16309","4879507115","4879507116"
"16310","4879507116","82408915"
"16311","4883277353","2879837673"
"16312","4889725422","6504509384"
"16313","4889725423","6504509384"
"16314","4889725423","577291452"
"16315","4904815826","7660847829"
"16316","4907843999","4907844002"
"16317","4907844002","1284603897"
"16318","4912252676","6953649867"
"16319","4912252682","4912252676"
"16320","4920773520","6080789390"
"16321","4922401907","158587492"
"16322","4930926319","5435709532"
"16323","4930926725","332487557"
"16324","4936818523","3035151082"
"16325","4936958761","442335254"
"16326","4947693472","4947693468"
"16327","4947693487","4947693477"
"16328","4954755826","277500492"
"16329","4954755827","4954755826"
"16330","4954755827","26588382"
"16331","4955856133","4955856150"
"16332","4955856145","4955856170"
"16333","4955856149","4955856150"
"16334","4955856150","4955856145"
"16335","4955856167","4955856149"
"16336","4955856170","470180"
"16337","4957279081","4957279080"
"16338","4958110946","26401868"
"16339","4958110946","4958110947"
"16340","4958110947","4958110948"
"16341","4958110948","26401864"
"16342","4958110950","25671390"
"16343","4958110951","4958110952"
"16344","4958110951","277500563"
"16345","4958110952","376059038"
"16346","4958110960","382074"
"16347","4958488596","241584504"
"16348","4958488598","241584504"
"16349","4958488598","4958500474"
"16350","4958500471","241582236"
"16351","4958500472","185857229"
"16352","4958548518","4955856167"
"16353","4958548822","4958548518"
"16354","4958552092","4958548518"
"16355","4958685820","6036553259"
"16356","4958686521","4958686523"
"16357","4958686521","2503984192"
"16358","4958686522","6036553259"
"16359","4958686523","2689489652"
"16360","4958686525","5162638435"
"16361","4958686525","6411071968"
"16362","4964831518","2427003398"
"16363","4964850340","4954755827"
"16364","4964850341","4603914571"
"16365","4964850342","4964850340"
"16366","4964974718","178882330"
"16367","4964974719","178882330"
"16368","4964977856","4964977855"
"16369","4964977856","2370480480"
"16370","4964977856","6594770830"
"16371","4964977860","3406965280"
"16372","4964977862","4742879704"
"16373","4966932719","358455084"
"16374","4967973096","1955797273"
"16375","4967973097","3964935870"
"16376","4968623865","2705350307"
"16377","4968623865","25203660"
"16378","4973609088","203337185"
"16379","4978859824","32561136"
"16380","4982224113","6851310857"
"16381","4982224120","687063308"
"16382","4982224120","4982224424"
"16383","4982875879","6018439807"
"16384","4982875894","8144008773"
"16385","4983164182","884211905"
"16386","4983164183","4983164182"
"16387","5005320337","94117687"
"16388","5005320351","2505615554"
"16389","5005328217","94117683"
"16390","5005342451","9025564386"
"16391","5005371959","5005371961"
"16392","5005371970","2721076826"
"16393","5005380882","2721076827"
"16394","5005450414","26503665"
"16395","5005450415","9403474302"
"16396","5007479953","6400652558"
"16397","5007479956","5007479953"
"16398","5009766322","2526480524"
"16399","5009766322","5240597746"
"16400","5012140448","368465823"
"16401","5012140450","2580431031"
"16402","5012140450","368466115"
"16403","5016529923","5016529924"
"16404","5016529924","721552365"
"16405","5016771372","1329146259"
"16406","5016771380","1660683164"
"16407","5016771386","5016771388"
"16408","5016771388","1660683164"
"16409","5021625339","185868716"
"16410","5021625339","5882082590"
"16411","5021625346","5021625380"
"16412","5021625362","1027145764"
"16413","5021625372","5021625380"
"16414","5021625380","5056927490"
"16415","5021625390","5144717454"
"16416","5024626227","5900150824"
"16417","5024626227","6828182417"
"16418","5024626232","6828182416"
"16419","5024626233","25290522"
"16420","5024626233","5024626234"
"16421","5024626234","3765163815"
"16422","5038810369","1776842074"
"16423","5038810372","299137306"
"16424","5041260570","5041260574"
"16425","5041260572","7047107741"
"16426","5041260574","7047107740"
"16427","5041260581","1985704464"
"16428","5046672926","5046672924"
"16429","5046672927","5046672924"
"16430","5046672931","5046672924"
"16431","5056927490","260617738"
"16432","5056992116","5056992117"
"16433","5056992116","1838021324"
"16434","5056992117","5056992118"
"16435","5056992117","270185008"
"16436","5056992118","5162638440"
"16437","5057169763","5057169764"
"16438","5057169764","25625636"
"16439","5057169765","370348755"
"16440","5057169767","810252730"
"16441","5057169767","5057169765"
"16442","5057169768","5057169767"
"16443","5057169769","5057169770"
"16444","5057169770","5057169771"
"16445","5057169771","5345024597"
"16446","5059182779","25554310"
"16447","5059182779","5059182780"
"16448","5059182792","3587569714"
"16449","5062019475","920530453"
"16450","5070611118","250966438"
"16451","5072142911","27323557"
"16452","5076228535","248578600"
"16453","5076228537","5076228535"
"16454","5077257004","5077257002"
"16455","5077513433","5077513434"
"16456","5077513434","5077513435"
"16457","5077513435","94157754"
"16458","5081167392","244582108"
"16459","5081167392","7066739481"
"16460","5088842628","4958110951"
"16461","5088842628","470139"
"16462","5088842630","25671388"
"16463","5092153447","5092153448"
"16464","5092153449","26401695"
"16465","5092153452","5480567021"
"16466","5092153452","26401659"
"16467","5092153453","26401639"
"16468","5092153453","5480188492"
"16469","5092153454","5092153453"
"16470","5092153455","5092153454"
"16471","5092153455","368137"
"16472","5092153456","699225047"
"16473","5092153458","5763283949"
"16474","5095554623","27233726"
"16475","5095554624","663239121"
"16476","5095554624","5095554623"
"16477","5095554625","1107432316"
"16478","5099088240","202118936"
"16479","5099088243","5099088240"
"16480","5106179144","5113571530"
"16481","5106179144","8371992461"
"16482","5106179144","5236279378"
"16483","5113571530","260697442"
"16484","5113571532","5113571530"
"16485","5113660816","2722937615"
"16486","5117286857","6632294892"
"16487","5117286857","195867993"
"16488","5117286858","6632294893"
"16489","5142543605","6708017573"
"16490","5142601756","94145390"
"16491","5142601756","5142601759"
"16492","5142601760","9300602214"
"16493","5142601761","500347569"
"16494","5142601763","2250943361"
"16495","5142601767","94145390"
"16496","5142601769","5749702265"
"16497","5144717454","366094507"
"16498","5144717454","208906485"
"16499","5147041935","2689489652"
"16500","5148331513","470136"
"16501","5152178573","5422508980"
"16502","5152700559","9688784920"
"16503","5153569423","3559303079"
"16504","5157727487","6992421195"
"16505","5158588908","3881609549"
"16506","5158589425","268262549"
"16507","5158589426","1377161906"
"16508","5158589426","4065408177"
"16509","5158589435","5838233161"
"16510","5158589442","5158589446"
"16511","5158589446","5838233161"
"16512","5160636575","1445537099"
"16513","5162638435","2689489652"
"16514","5162638440","2689489681"
"16515","5168705542","169291311"
"16516","5190798340","5190798345"
"16517","5190798345","1773477751"
"16518","5193393414","5882082591"
"16519","5193966707","5193966706"
"16520","5198296654","5841910385"
"16521","5202514735","258407091"
"16522","5204271505","6194449685"
"16523","5204784909","1369651401"
"16524","5214500732","2580431031"
"16525","5216464332","5216464335"
"16526","5216464335","139250456"
"16527","5216524168","267568726"
"16528","5216524171","417303211"
"16529","5216524172","5216524168"
"16530","5222265998","260427421"
"16531","5222265998","4862309337"
"16532","5222287725","34836995"
"16533","5222287725","27323277"
"16534","5222287727","7112740728"
"16535","5222287730","353161033"
"16536","5222287731","5222287730"
"16537","5222555976","3532650676"
"16538","5222566729","3532650676"
"16539","5224637545","5224637546"
"16540","5224637546","3611617286"
"16541","5224637555","116128851"
"16542","5235125970","340394503"
"16543","5236279378","6361909684"
"16544","5238366763","5238366756"
"16545","5239603982","5241098991"
"16546","5239603982","5869562085"
"16547","5239603983","216048606"
"16548","5239603983","5241098988"
"16549","5240597744","2526480496"
"16550","5240597744","5240597749"
"16551","5240597748","5009766322"
